y_true,probs,account_id
0.0,0.0050883754,2.0
1.0,0.3498748,19.0
0.0,0.003226966,25.0
1.0,0.9949655,37.0
0.0,0.0022978561,38.0
0.0,0.01932322,67.0
0.0,0.0011435079,97.0
1.0,0.99148285,103.0
0.0,0.026805362,105.0
0.0,0.0010402288,110.0
0.0,0.0036197004,132.0
0.0,0.004092708,173.0
0.0,0.0035246022,176.0
0.0,0.0028880427,226.0
0.0,0.0014880635,276.0
0.0,0.022329737,290.0
0.0,0.0009613667,303.0
0.0,0.010702786,309.0
0.0,0.0062356517,314.0
0.0,0.0033556023,319.0
0.0,0.0017986713,330.0
0.0,0.022992376,339.0
0.0,0.0021261526,344.0
1.0,0.9934744,347.0
0.0,0.007770405,349.0
0.0,0.006163735,378.0
1.0,0.0026794726,426.0
0.0,0.102487594,440.0
1.0,0.9419266,442.0
1.0,0.0110614775,472.0
0.0,0.010756894,501.0
0.0,0.0039880103,525.0
0.0,0.0022240703,544.0
0.0,0.0017324638,666.0
0.0,0.00078763446,675.0
0.0,0.011839752,718.0
0.0,0.051009215,785.0
0.0,0.0042201765,789.0
1.0,0.101099,790.0
1.0,0.99568826,808.0
0.0,0.010920617,813.0
0.0,0.0014908207,816.0
0.0,0.1940958,817.0
0.0,0.011000589,825.0
0.0,0.16578697,846.0
0.0,0.004681669,854.0
0.0,0.12780207,873.0
0.0,0.011575775,915.0
0.0,0.038738824,938.0
0.0,0.0024360942,940.0
0.0,0.0018766946,960.0
0.0,0.0017612173,993.0
0.0,0.014101013,1004.0
0.0,0.0026451803,1011.0
0.0,0.00844528,1012.0
0.0,0.0019135417,1068.0
0.0,0.012783958,1071.0
0.0,0.0070626345,1083.0
0.0,0.087571055,1093.0
1.0,0.77822566,1106.0
0.0,0.026238402,1166.0
0.0,0.0057464037,1242.0
0.0,0.0072950386,1244.0
1.0,0.9884322,1247.0
0.0,0.012516034,1250.0
0.0,0.0037983204,1252.0
0.0,0.004943227,1256.0
0.0,0.07717087,1270.0
0.0,0.006395413,1284.0
0.0,0.14921774,1318.0
0.0,0.0032743332,1329.0
0.0,0.0464541,1374.0
0.0,0.001597923,1375.0
0.0,0.027632052,1389.0
0.0,0.0072696744,1407.0
0.0,0.94711995,1447.0
0.0,0.0013215735,1480.0
0.0,0.84079814,1498.0
1.0,0.9958742,1527.0
0.0,0.0083433855,1528.0
0.0,0.0016772242,1580.0
1.0,0.9968616,1583.0
0.0,0.0062697306,1603.0
0.0,0.004279897,1638.0
0.0,0.002259657,1656.0
0.0,0.011006042,1698.0
0.0,0.022538384,1718.0
0.0,0.03754388,1762.0
0.0,0.0026390988,1766.0
0.0,0.013674659,1772.0
0.0,0.0045757946,1776.0
1.0,0.98669225,1787.0
0.0,0.0039928337,1801.0
0.0,0.008789962,1808.0
0.0,0.010859726,1811.0
0.0,0.05742975,1819.0
0.0,0.0045950324,1843.0
0.0,0.0023651146,1862.0
0.0,0.0013458258,1869.0
0.0,0.008635543,1876.0
0.0,0.0054598,1886.0
1.0,0.9952756,1888.0
0.0,0.0065453458,1906.0
0.0,0.0054401625,1928.0
0.0,0.14894825,1967.0
0.0,0.0028775502,1978.0
1.0,0.89401746,1993.0
0.0,0.00415746,2000.0
0.0,0.016492367,2018.0
0.0,0.0010147648,2035.0
1.0,0.9952467,2051.0
0.0,0.78353715,2055.0
0.0,0.09504423,2062.0
0.0,0.003182196,2064.0
0.0,0.0010834803,2073.0
0.0,0.014087735,2080.0
0.0,0.1459543,2106.0
0.0,0.004358809,2116.0
0.0,0.0029764841,2134.0
0.0,0.0041195704,2142.0
0.0,0.0015583897,2143.0
0.0,0.07193814,2153.0
0.0,0.023181634,2165.0
0.0,0.0021720366,2167.0
1.0,0.88469684,2176.0
0.0,0.004125618,2187.0
0.0,0.001915209,2218.0
0.0,0.0035158743,2227.0
0.0,0.1076349,2228.0
1.0,0.026945053,2236.0
0.0,0.008812042,2245.0
0.0,0.55432403,2246.0
0.0,0.06592804,2247.0
0.0,0.0106860325,2262.0
0.0,0.001130815,2268.0
0.0,0.0020433557,2279.0
0.0,0.012891898,2322.0
0.0,0.0013893507,2334.0
1.0,0.99060714,2335.0
0.0,0.01180593,2343.0
0.0,0.028258642,2345.0
0.0,0.060229205,2350.0
0.0,0.0014360859,2352.0
0.0,0.06784485,2361.0
0.0,0.0017113538,2413.0
0.0,0.007861789,2419.0
0.0,0.24617603,2445.0
0.0,0.0033419488,2456.0
0.0,0.09048712,2486.0
0.0,0.0013001189,2496.0
0.0,0.03443264,2516.0
0.0,0.1611431,2545.0
0.0,0.86791295,2572.0
0.0,0.0008921798,2580.0
0.0,0.0011475737,2622.0
0.0,0.004725801,2694.0
0.0,0.0023227425,2699.0
0.0,0.004821913,2705.0
0.0,0.00219539,2720.0
0.0,0.0009621961,2725.0
0.0,0.007096018,2728.0
0.0,0.0028363154,2753.0
0.0,0.010046757,2754.0
0.0,0.0045291646,2762.0
0.0,0.0010485167,2824.0
0.0,0.38178527,2872.0
0.0,0.3005515,2910.0
0.0,0.013915583,2912.0
0.0,0.0028796336,2933.0
0.0,0.04771119,2936.0
0.0,0.0020630637,2962.0
0.0,0.0036893792,2982.0
0.0,0.001622468,2986.0
0.0,0.055334948,2988.0
0.0,0.0025077022,2994.0
0.0,0.12700853,3005.0
0.0,0.008394969,3021.0
1.0,0.9219359,3037.0
0.0,0.0007855492,3050.0
0.0,0.0036215787,3064.0
1.0,0.49470285,3084.0
0.0,0.0016663839,3112.0
0.0,0.004555333,3115.0
0.0,0.0039526317,3137.0
0.0,0.0022560465,3143.0
0.0,0.0016933082,3161.0
1.0,0.9922724,3166.0
1.0,0.0056261183,3189.0
0.0,0.003077635,3229.0
0.0,0.017977873,3230.0
0.0,0.15699567,3249.0
1.0,0.014323498,3273.0
0.0,0.0144723365,3293.0
0.0,0.0018840465,3329.0
0.0,0.012376217,3353.0
0.0,0.00379524,3354.0
0.0,0.0030617062,3390.0
0.0,0.004467735,3403.0
0.0,0.0062546683,3418.0
0.0,0.002528071,3448.0
0.0,0.0054468717,3455.0
